url, status_code
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=324, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=325, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=326, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=327, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=328, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=329, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=330, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=331, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=332, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=333, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=334, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=335, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=336, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=337, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=338, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=339, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=340, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=341, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=342, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=343, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=344, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=345, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=346, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=347, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=348, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=349, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=350, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=351, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=352, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=353, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=354, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=355, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=356, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=357, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=358, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=359, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=360, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=361, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=362, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=363, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=364, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=365, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=366, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=367, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=368, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=369, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=370, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=371, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=372, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=373, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=374, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=375, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=376, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=377, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=378, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=379, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=380, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=381, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=382, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=383, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=384, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=385, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=386, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=387, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=388, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=389, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=390, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=391, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=392, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=393, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=394, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=395, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=396, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=397, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=398, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=399, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=400, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=401, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=402, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=403, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=404, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=405, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=406, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=407, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=408, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=409, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=410, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=411, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=412, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=413, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=414, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=415, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=416, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=417, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=418, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=419, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=420, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=421, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=422, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=423, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=424, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=425, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=426, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=427, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=428, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=429, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=430, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=431, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=432, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=433, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=434, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=435, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=436, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=437, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=438, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=439, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=440, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=441, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=442, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=443, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=444, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=445, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=446, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=447, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=448, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=449, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=450, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=451, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=452, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=453, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=454, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=455, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=456, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=457, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=458, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=459, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=460, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=461, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=462, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=463, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=464, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=465, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=466, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=467, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=468, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=469, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=470, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=471, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=472, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=473, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=474, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=475, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=476, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=477, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=478, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=479, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=480, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=481, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=482, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=483, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=484, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=485, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=486, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=487, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=488, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=489, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=490, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=491, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=492, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=493, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=494, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=495, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=496, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=497, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=498, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=499, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=500, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=501, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=502, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=503, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=504, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=505, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=506, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=507, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=508, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=509, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=510, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=511, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=512, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=513, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=514, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=515, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=516, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=517, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=518, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=519, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=520, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=521, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=522, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=523, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=524, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=525, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=526, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=527, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=528, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=529, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=530, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=531, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=532, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=533, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=534, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=535, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=536, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=537, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=538, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=539, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=540, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=541, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=542, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=543, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=544, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=545, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=546, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=547, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=548, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=549, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=550, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=551, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=552, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=553, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=554, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=555, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=556, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=557, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=558, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=559, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=560, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=561, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=562, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=563, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=564, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=565, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=566, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=567, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=568, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=569, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=570, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=571, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=572, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=573, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=574, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=575, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=576, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=577, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=578, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=579, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=580, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=581, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=582, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=583, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=584, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=585, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=586, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=587, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=588, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=589, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=590, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=591, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=592, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=593, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=594, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=595, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=596, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=597, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=598, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=599, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=600, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=601, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=602, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=603, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=604, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=605, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=606, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=607, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=608, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=609, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=610, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=611, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=612, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=613, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=614, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=615, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=616, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=617, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=618, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=619, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=620, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=621, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=622, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=623, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=624, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=625, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=626, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=627, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=628, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=629, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=630, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=631, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=632, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=633, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=634, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=635, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=636, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=637, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=638, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=639, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=640, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=641, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=642, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=643, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=644, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=645, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=646, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=647, 200
https://www.congress.gov/search?q={%22source%22:%22legislation%22}&pageSize=250&page=648, 200
